debut : 2020-06-06 10:36:50.374065
Evaluation data set is:[0]
Evaluation data set is:../CorpusAnnote3cat/groupsAll/group0
False positives:	والبانثيون، والإنفاليد؟.	1	10	البانثيون	LOC-Build
False positives:	هذه التماثيل بعضها خاص بفرنسا، ومعظمها وارد من الأقطار الأخرى.	24	29	فرنسا	LOC-Admin
False negatives:	هذه التماثيل بعضها خاص بفرنسا، ومعظمها وارد من الأقطار الأخرى.	23	29	بفرنسا	LOC-Admin
False positives:	وكان من جملة دعواه أنه قال: «إني لما سافرت إلى جزيرة إنكلترة اجتمعت بالملك إدورد فجعلني ولي عهده، وإني أنقذت الملك هرلد من سجنه، فوعدني أيضًا بنقل الملك إليَّ.»	47	60	جزيرة إنكلترة	LOC-Natur
False negatives:	وكان من جملة دعواه أنه قال: «إني لما سافرت إلى جزيرة إنكلترة اجتمعت بالملك إدورد فجعلني ولي عهده، وإني أنقذت الملك هرلد من سجنه، فوعدني أيضًا بنقل الملك إليَّ.»	47	67	جزيرة إنكلترة اجتمعت	LOC-Admin
true positives:	استأجرنا موقتاً غرفة بفندق صغير على ضفة نهر السين الشمالية، أي في محيط الحي اللاتيني، وذهبت لزيارتي الأولى للأصدقاء بجمهورية تريفيز، بينما ذهبت زوجي للبحث عن غرفة تكون أقرب ما يمكن من مدرستي لننتقل إليها نهائياً.	71	84	الحي اللاتيني	LOC-Admin
False positives:	استأجرنا موقتاً غرفة بفندق صغير على ضفة نهر السين الشمالية، أي في محيط الحي اللاتيني، وذهبت لزيارتي الأولى للأصدقاء بجمهورية تريفيز، بينما ذهبت زوجي للبحث عن غرفة تكون أقرب ما يمكن من مدرستي لننتقل إليها نهائياً.	36	58	ضفة نهر السين الشمالية	LOC-Natur
False negatives:	استأجرنا موقتاً غرفة بفندق صغير على ضفة نهر السين الشمالية، أي في محيط الحي اللاتيني، وذهبت لزيارتي الأولى للأصدقاء بجمهورية تريفيز، بينما ذهبت زوجي للبحث عن غرفة تكون أقرب ما يمكن من مدرستي لننتقل إليها نهائياً.	40	49	نهر السين	LOC-Natur
False positives:	ومما رأيته من جملة المصريين في مرسيليا: إنسان لابس أيضًا كالإفرنج، واسمه محمد منطلق اللسان في غير اللغة العربية، فلا يعرف من اللسان العربي إلا اليسير، فسألته عن بلده ببر مصر، فأجاب بأنه من مدينة أسيوط من أشرافها، وأن أباه يسمى السيد عبد الرحيم، وهو من أكابر هذه البلدة، وأمه تسمى مسعودة أو قريبًا من ذلك الاسم، وأنه اختطفه الفرنساوية في حال صِغره، ويقول: إنه باق على إسلامه يعرف من الأمور الدينية: الله واحد ومحمد رسوله، والله كريم!.	90	97	 في غير	LOC-Admin
False negatives:	ومما رأيته من جملة المصريين في مرسيليا: إنسان لابس أيضًا كالإفرنج، واسمه محمد منطلق اللسان في غير اللغة العربية، فلا يعرف من اللسان العربي إلا اليسير، فسألته عن بلده ببر مصر، فأجاب بأنه من مدينة أسيوط من أشرافها، وأن أباه يسمى السيد عبد الرحيم، وهو من أكابر هذه البلدة، وأمه تسمى مسعودة أو قريبًا من ذلك الاسم، وأنه اختطفه الفرنساوية في حال صِغره، ويقول: إنه باق على إسلامه يعرف من الأمور الدينية: الله واحد ومحمد رسوله، والله كريم!.	31	38	مرسيليا	LOC-Admin
true positives:	ثم وزير الأمور الخارجية، ثم وزير البحر والخارجين من بلاد الفرنسيس، النازلين ببلاد يعمرونها، في غير بلاد الفرنسيس، ثم وزير الخزينة ثم وزير الأمور الدينية، ثم وزير تعليم الفنون والصنائع، ثم وزير التجارات ووزير الأمور الداخلية نظير (الكتخدا) ببر مصر، ووزير الخزينة نظيرًا لخازندار، ووزير التجارات نظير ناظر التجارات، ووزير الأمور الخارجية نظير رئيس أفندي بالدولة العثمانية، ووزير الحرب نظير ناظر عموم الجهادية، وهكذا.	52	65	بلاد الفرنسيس	LOC-Admin
False positives:	ثم وزير الأمور الخارجية، ثم وزير البحر والخارجين من بلاد الفرنسيس، النازلين ببلاد يعمرونها، في غير بلاد الفرنسيس، ثم وزير الخزينة ثم وزير الأمور الدينية، ثم وزير تعليم الفنون والصنائع، ثم وزير التجارات ووزير الأمور الداخلية نظير (الكتخدا) ببر مصر، ووزير الخزينة نظيرًا لخازندار، ووزير التجارات نظير ناظر التجارات، ووزير الأمور الخارجية نظير رئيس أفندي بالدولة العثمانية، ووزير الحرب نظير ناظر عموم الجهادية، وهكذا.	353	369	الدولة العثمانية	LOC-Admin
False negatives:	ثم وزير الأمور الخارجية، ثم وزير البحر والخارجين من بلاد الفرنسيس، النازلين ببلاد يعمرونها، في غير بلاد الفرنسيس، ثم وزير الخزينة ثم وزير الأمور الدينية، ثم وزير تعليم الفنون والصنائع، ثم وزير التجارات ووزير الأمور الداخلية نظير (الكتخدا) ببر مصر، ووزير الخزينة نظيرًا لخازندار، ووزير التجارات نظير ناظر التجارات، ووزير الأمور الخارجية نظير رئيس أفندي بالدولة العثمانية، ووزير الحرب نظير ناظر عموم الجهادية، وهكذا.	243	246	مصر	LOC-Admin
true positives:	وفي إنجرس مدارس للاهوت والحقوق، والعلوم، والآداب، والزراعة، ومثل ذلك في ليون، وليل، ومرسيليا، وطولوز.	72	76	ليون	LOC-Admin
False positives:	وفي إنجرس مدارس للاهوت والحقوق، والعلوم، والآداب، والزراعة، ومثل ذلك في ليون، وليل، ومرسيليا، وطولوز.	4	9	إنجرس	LOC-Admin
true positives:	وفي آخر هذه المدة تحققت أن لا مناص لي من حمد الله تعالى على السراء والضراء، وصرت لا أسأله دفع القضاء، بل اللطف فيه، فإن حكماء پاريس (ولا أقول كلهم) لا يكادون يمتازون عن أضرابهم عندنا، إلا بزيادة التعقيد في إعطاء المواعيد، والمبالغة في الفخفخة عند السماح بالمقابلة، وإلزام القاصد بالسعي في التزلف إليهم، والتقرب منهم، ونيل الحظوة عندهم، فحيا الله هذه الصناعة!	126	131	پاريس	LOC-Admin
False positives:	وما وصلت إلى عتبة دارنا، بين مهرجان الأطفال المحتفلين بقدومي، ومن يهنئني من قدماء الجيران مثل حشيشي مختار، إلا وكانت والدتي في انتظاري في أعلى السلم متكئة على عكازها، والبشرى تشرق على وجهها، فمدت لي على عادتها يدها الحبيبة فقبلتها، وقبلتها هذه المرة لأنها أيضا يد الحاجة التي تعلقت بحلقات الكعبة، وبشباك رسول الله بالمدينة.	289	295	الكعبة	LOC-Build
False positives:	وهاهو ذا سور المدينة العتيقة؛ وهأنذا قد نزلت عند باب قسنطينة.	9	28	سور المدينة العتيقة	LOC-Build
False negatives:	وهاهو ذا سور المدينة العتيقة؛ وهأنذا قد نزلت عند باب قسنطينة.	49	60	باب قسنطينة	LOC-Path
False positives:	وفتحها عمرو بن العاص بأمر عمر بن الخطاب، ولما فتحها كتب إلى عمر (رضي الله عنه) أنه وجد بها أربعة آلاف قصر، وأربعة (ص ٢٦) آلاف حمام، وأربعين ألف يهودي تدفع الجزية، وأربعمائة ميدان، واثني عشر ألف بقال، وخضري، وفاكهاني، ولعل هذا من مبالغات المؤرخين، كما بالغوا في غيرها من البلاد؛ كمدينة بغداد.	279	290	مدينة بغداد	LOC-Admin
False negatives:	وفتحها عمرو بن العاص بأمر عمر بن الخطاب، ولما فتحها كتب إلى عمر (رضي الله عنه) أنه وجد بها أربعة آلاف قصر، وأربعة (ص ٢٦) آلاف حمام، وأربعين ألف يهودي تدفع الجزية، وأربعمائة ميدان، واثني عشر ألف بقال، وخضري، وفاكهاني، ولعل هذا من مبالغات المؤرخين، كما بالغوا في غيرها من البلاد؛ كمدينة بغداد.	285	290	بغداد	LOC-Admin
true positives:	اختارت باريس لأنها مدينة ذات عوالم غنية بالفن والفكر والثقافة وعمق التجربة الانسانية في استقلاليتها وخصوصيتها هذه التجربة رغم قساوتها الا انها وضعت البصمة الأولى لتجربة التعايش الحقيقي بين الانسان وذاته، بعيداً عن وصاية المجتمع والاهل.	7	12	باريس	LOC-Admin
False positives:	أجل لم تتكون لي بعد علاقة صداقة في الوسط الجديد، لقد كان الأمر بادياً للأنظار، فقد كان الجزائري ــــ في تلك الحقبة ــــ بمجرد دخوله وسطاً أوربياً، ينزوي في قوقعته، وذلك بسبب أفكاره المسبقة عن الآخرين وأفكار الآخرين المسبقة عنه، وتاريخ قوقعتي بدأ ذلك اليوم البعيد من أيام طفولتي، فبينما كنت ألعب على رصيف بمدينة تبسة إذ أصابني رجل أوربي بركلة، ولكن بقدر ما كان نازیل يتكلم معي كان يظهر رأسي تدريجيا من القوقعة كالسلحفاة عندما يمر الخطر، وذهب نازیل إلى شأنه، واعداً بأن يأتيني برفقائه في الغد.	305	315	مدينة تبسة	LOC-Admin
False negatives:	أجل لم تتكون لي بعد علاقة صداقة في الوسط الجديد، لقد كان الأمر بادياً للأنظار، فقد كان الجزائري ــــ في تلك الحقبة ــــ بمجرد دخوله وسطاً أوربياً، ينزوي في قوقعته، وذلك بسبب أفكاره المسبقة عن الآخرين وأفكار الآخرين المسبقة عنه، وتاريخ قوقعتي بدأ ذلك اليوم البعيد من أيام طفولتي، فبينما كنت ألعب على رصيف بمدينة تبسة إذ أصابني رجل أوربي بركلة، ولكن بقدر ما كان نازیل يتكلم معي كان يظهر رأسي تدريجيا من القوقعة كالسلحفاة عندما يمر الخطر، وذهب نازیل إلى شأنه، واعداً بأن يأتيني برفقائه في الغد.	311	315	تبسة	LOC-Admin
true positives:	أما معدن الحديد عندهم فيستخرج منه في كل سنة أكثر من ثمانمائة طن، ويقال: إنه أول ما عرف وجود الحديد كان على جبل إيداي وذلك في سنة ١٤٣٢ قبل الميلاد، وزعم اليونانيون أنهم أول من عثروا عليه، كما أن أهل فينيقية أول من عثر على الزجاج، إلا أنا نعلم من التوراة أن أول من قان الحديد طوبال قاين.	107	116	جبل إيداي	LOC-Natur
False positives:	أما معدن الحديد عندهم فيستخرج منه في كل سنة أكثر من ثمانمائة طن، ويقال: إنه أول ما عرف وجود الحديد كان على جبل إيداي وذلك في سنة ١٤٣٢ قبل الميلاد، وزعم اليونانيون أنهم أول من عثروا عليه، كما أن أهل فينيقية أول من عثر على الزجاج، إلا أنا نعلم من التوراة أن أول من قان الحديد طوبال قاين.	198	205	فينيقية	LOC-Admin
False negatives:	أما معدن الحديد عندهم فيستخرج منه في كل سنة أكثر من ثمانمائة طن، ويقال: إنه أول ما عرف وجود الحديد كان على جبل إيداي وذلك في سنة ١٤٣٢ قبل الميلاد، وزعم اليونانيون أنهم أول من عثروا عليه، كما أن أهل فينيقية أول من عثر على الزجاج، إلا أنا نعلم من التوراة أن أول من قان الحديد طوبال قاين.	274	284	طوبال قاين	LOC-Natur
true positives:	وكان ركوبنا هذا البحر عصر يوم الأربعاء، خامس يوم من رمضان، وقد امتطينا سفينة حرب فرنساوية لا تغادر في فؤاد (ص ٣٠، ٣١) الإنسان رعيًا ورزينة صناعة تجذب قلب الراكب؛ حتى يصير في وسطها صبا: محتوية على سائر ما يحتاج إليه من الحرف والصنائع، مشتملة على آلات الحروب وعلى (الحربجية) ٢ ومحصنة بثمانية عشر من المدافع، وكان مجراها يوم الخميس سادس يوم من شهر رمضان المبارك، وكان هبوب الريح وقتئذ خفيفًا، فسرنا من غير إشعار بالسير، فتوسمنا في وجهها الخير، ولم نتألم بذلك، وكنت قبل ركوب البحر عملت بما علمه لي بعض من سافر من العلماء إلى إسلامبول، من تجرُّع حسوات ٣ عظيمة من ماء البحر المالح، وقال: إنه يدفع ألمه، فكان الواقع أنه لم يحصل لي ألم، على أني حين نزلت المركب كمنت متمرضًا بالحمى فبرئت منها بمجرد السفر وحركة السفينة؛ وربما صحت الأجسام بالعلل.	521	529	إسلامبول	LOC-Admin
False negatives:	وكان ركوبنا هذا البحر عصر يوم الأربعاء، خامس يوم من رمضان، وقد امتطينا سفينة حرب فرنساوية لا تغادر في فؤاد (ص ٣٠، ٣١) الإنسان رعيًا ورزينة صناعة تجذب قلب الراكب؛ حتى يصير في وسطها صبا: محتوية على سائر ما يحتاج إليه من الحرف والصنائع، مشتملة على آلات الحروب وعلى (الحربجية) ٢ ومحصنة بثمانية عشر من المدافع، وكان مجراها يوم الخميس سادس يوم من شهر رمضان المبارك، وكان هبوب الريح وقتئذ خفيفًا، فسرنا من غير إشعار بالسير، فتوسمنا في وجهها الخير، ولم نتألم بذلك، وكنت قبل ركوب البحر عملت بما علمه لي بعض من سافر من العلماء إلى إسلامبول، من تجرُّع حسوات ٣ عظيمة من ماء البحر المالح، وقال: إنه يدفع ألمه، فكان الواقع أنه لم يحصل لي ألم، على أني حين نزلت المركب كمنت متمرضًا بالحمى فبرئت منها بمجرد السفر وحركة السفينة؛ وربما صحت الأجسام بالعلل.	409	415	بالسير	LOC-Admin
true positives:	ومن هذا البيت ركبنا العربات المزينة المجملة التي تستمر عندهم آناء الليل وأطراف النهار تقرقع، وسرنا بها إلى بيت في المدينة، لكنه في حواشيها، من القصور المصنوعة خارج المدينة بحدائقه وأدواتها، فمكثنا منتظرين التوجه إلى مدينة باريس ومدة مكثنا في هذا البيت كنا نخرج بعض ساعات للتسلي في البلد، وندخل بعض القهاوي.	216	227	مدينة باريس	LOC-Admin
true positives:	ولا يُحتج علينا بصغر مصر بالنسبة إلى فرنسا؛ فإن سكان مصر يناهزون ثلث سكان فرنسا، ومع ذلك فالحكومة لا تنفق على التعليم عُشر ما تنفقه فرنسا.	21	24	مصر	LOC-Admin
true positives:	تريحني من العمل ومن الركض خلف الباصات أو في أنفاق المترو وفي باريس العطل كثيرة لا حصر لها أعياد دينية ووطنية وأعياد للقديسين.	61	66	باريس	LOC-Admin
true positives:	وعلى أية حال فقد كان في الحي اللاتيني وفي باريس بل في العالم ما يلهيني عن هذه التقديرات والحمد لله.	24	37	الحي اللاتيني	LOC-Admin
False positives:	غير أنه من المستظرف أن نشير إلى أن الآيات القرآنية لها مع حلمي باشا عيسى تاريخ عجيب: فقد كان وزيرًا للمواصلات في إحدى الوزارات السابقة، وماتت قرينة الأستاذ الشيخ شاكر، فذهب الوزير للتعزية، ولكنه لم يكد يطأ أرض السرادق حتى صاح القارئ: ﴿وَالْخَيْلَ وَالْبِغَالَ وَالْحَمِيرَ لِتَرْكَبُوهَا ﴾ فقال بعض الحاضرين: شكر الله سعيك يا وزير المواصلات!	206	217	أرض السرادق	LOC-Path
False positives:	بعد شهور طوال أسهرتُ فيها ليلي، وأشقيتُ فيها نهاري، صحت مني العزيمة على العودة إلى باريس.	487	492		LOC-Admin
False negatives:	بعد شهور طوال أسهرتُ فيها ليلي، وأشقيتُ فيها نهاري، صحت مني العزيمة على العودة إلى باريس.	83	88	باريس	LOC-Admin
False positives:	بسم الله المبدئ المعيد، الحمد لله العالي المتعالي، الذي له الأسماء الحسنى، ولا يخالط صفاته عن وجل من صفات المخلوق شيء أقصى ولا أدنى، العليم الذي ليس لعلمه نهاية، والحكم الحكيم الذي حكمه وحكمته وراء كل حد وغاية، لا يحصر لاهوت وجوده زمان ومكان، ولا يشوب صفاء جبروته شائبة زيادة ولا نقصان.	1873	1878		LOC-Admin
true positives:	فلما أزفت الساعة الحادية عشرة قبل الظهر بالتمام، إذا بالتهليل والتكبير في الآفاق، وإذا بالطبل والمزمار يعزفان بالنشيد الخديوي، إشعارًا بوصول دولة الپرنس في موكبه السعيد؛ فوقفت الجموع بخشوع، وانفرج الازدحام بانتظام؛ إجلالًا لمقام الوافد الكريم، وتقدم لاستقباله عند نزوله في باب يانا مديرو شركة المعرض المصري، وهم جناب الخواجه فيليب فضل الله بولاد وعزتلو السيد مصطفى بك الديب، وجناب الخواجه ديمتري حبيب بولاد، ثم ساروا في خدمته الشريفة حتى وصل بعد خطوات قليلة إلى رحبة أمام باب المعبد المصري، فتقدم للتشرف بالسلام عليه أكابر الحاضرين من مصريين وفرنساويين.	273	281	باب يانا	LOC-Build
False positives:	فلما أزفت الساعة الحادية عشرة قبل الظهر بالتمام، إذا بالتهليل والتكبير في الآفاق، وإذا بالطبل والمزمار يعزفان بالنشيد الخديوي، إشعارًا بوصول دولة الپرنس في موكبه السعيد؛ فوقفت الجموع بخشوع، وانفرج الازدحام بانتظام؛ إجلالًا لمقام الوافد الكريم، وتقدم لاستقباله عند نزوله في باب يانا مديرو شركة المعرض المصري، وهم جناب الخواجه فيليب فضل الله بولاد وعزتلو السيد مصطفى بك الديب، وجناب الخواجه ديمتري حبيب بولاد، ثم ساروا في خدمته الشريفة حتى وصل بعد خطوات قليلة إلى رحبة أمام باب المعبد المصري، فتقدم للتشرف بالسلام عليه أكابر الحاضرين من مصريين وفرنساويين.	472	489	باب المعبد المصري	LOC-Build
False negatives:	فلما أزفت الساعة الحادية عشرة قبل الظهر بالتمام، إذا بالتهليل والتكبير في الآفاق، وإذا بالطبل والمزمار يعزفان بالنشيد الخديوي، إشعارًا بوصول دولة الپرنس في موكبه السعيد؛ فوقفت الجموع بخشوع، وانفرج الازدحام بانتظام؛ إجلالًا لمقام الوافد الكريم، وتقدم لاستقباله عند نزوله في باب يانا مديرو شركة المعرض المصري، وهم جناب الخواجه فيليب فضل الله بولاد وعزتلو السيد مصطفى بك الديب، وجناب الخواجه ديمتري حبيب بولاد، ثم ساروا في خدمته الشريفة حتى وصل بعد خطوات قليلة إلى رحبة أمام باب المعبد المصري، فتقدم للتشرف بالسلام عليه أكابر الحاضرين من مصريين وفرنساويين.	293	306	المعرض المصري	LOC-Build
true positives:	وهكذا فعل أيضًا في تنظيم الجند؛ فإنه نظَّمه على النمط الفرنساوي، وبعث إلى فرنسا ٢٠ ضابطًا تخرَّجوا فيها على ذلك النظام	74	79	فرنسا	LOC-Admin
true positives:	بعد هذه المرحلة من الاعداد الأولي للاستقرار الحياتي بدأت أستعد جدياً لدراسة اللغة الفرنسية، بعدما انشغلت في الدورة الأولى لدروس السوربون بأمور الاقامة والمعيشة والسكن وغيرها.	128	136	السوربون	LOC-Build
False positives:	أنا الوحيدة الضائعة في ليل باريس العربي.	27	32	باريس	LOC-Admin
False negatives:	أنا الوحيدة الضائعة في ليل باريس العربي.	27	39	باريس العربي	LOC-Admin
true positives:	ويسمى هذا البحر الجواني باللسان التركي بحر سفيد والبحر الأبيض؛ لمقابلته ببحر بنطش أو البحر الأسود.	85	97	البحر الأسود	LOC-Natur
False positives:	ويسمى هذا البحر الجواني باللسان التركي بحر سفيد والبحر الأبيض؛ لمقابلته ببحر بنطش أو البحر الأسود.	49	61	البحر الأبيض	LOC-Natur
False negatives:	ويسمى هذا البحر الجواني باللسان التركي بحر سفيد والبحر الأبيض؛ لمقابلته ببحر بنطش أو البحر الأسود.	10	23	البحر الجواني	LOC-Natur
true positives:	وكانت زياراتي إلى هذه الأسرة مع صديقي رونیه تكشف لي عن الحياة الأوربية من الداخل في نطاق عائلي، بينما لم أكن في الجزائر أعرفها إلا من الخارج، وكانت اتصالاتي داخل الوحدة تكشف لي عن الجانب الروحي الذي لم أكن ألمسه البتة في الإطار الاستعماري، كأنما الموظف الإداري الذي يمتطي الباخرة بمرسيليا متوجهاً إلى الجزائر، يتجرد من كل ميزاته الحضارية.	112	119	الجزائر	LOC-Admin
False positives:	وكانت زياراتي إلى هذه الأسرة مع صديقي رونیه تكشف لي عن الحياة الأوربية من الداخل في نطاق عائلي، بينما لم أكن في الجزائر أعرفها إلا من الخارج، وكانت اتصالاتي داخل الوحدة تكشف لي عن الجانب الروحي الذي لم أكن ألمسه البتة في الإطار الاستعماري، كأنما الموظف الإداري الذي يمتطي الباخرة بمرسيليا متوجهاً إلى الجزائر، يتجرد من كل ميزاته الحضارية.	281	288	مرسيليا	LOC-Admin
true positives:	وحيث تشربون ما لذ وطاب من قهوة أبي الفضل لا قهوة أبي نواس.	26	40	قهوة أبي الفضل	LOC-Build
true positives:	الثالثة والسبعون: القبائل والنزلات الخارجة من فرنسا لتعمير بلاد أخرى، وللاستبطان بها، تكون مدبرة بقوانين وسياسات أخرى.	46	51	فرنسا	LOC-Admin
False positives:	واللاعبون واللاعبات بمدينة باريس أرباب فضل عظيم، وفصاحة، وربما كان لهؤلاء الناس كثير من التآليف الأدبية والأشعار، ولو سمعت ما يحفظه اللاعب من الأشعار وما يبديه من التوريات في اللعب، وما يجاوب به من التنكيت والتبكيت لتعجبت غاية العجب.	21	32	مدينة باريس	LOC-Admin
False negatives:	واللاعبون واللاعبات بمدينة باريس أرباب فضل عظيم، وفصاحة، وربما كان لهؤلاء الناس كثير من التآليف الأدبية والأشعار، ولو سمعت ما يحفظه اللاعب من الأشعار وما يبديه من التوريات في اللعب، وما يجاوب به من التنكيت والتبكيت لتعجبت غاية العجب.	27	32	باريس	LOC-Admin
true positives:	وكالي هذه إحدى فُرَض فرنسا المقابلة لإنكلترة، وهي دون بولون، وكانت سابقًا تحت استيلاء الإنكليز أيام حروبهم مع الفرنسيس، وبقيت في أيديهم مائتين وثلاث عشرة سنة، ثم استرجعها الفرنسيس في عصر الملكة ماري سنة ١٥٥٨م.	21	26	فرنسا	LOC-Admin
False positives:	وكالي هذه إحدى فُرَض فرنسا المقابلة لإنكلترة، وهي دون بولون، وكانت سابقًا تحت استيلاء الإنكليز أيام حروبهم مع الفرنسيس، وبقيت في أيديهم مائتين وثلاث عشرة سنة، ثم استرجعها الفرنسيس في عصر الملكة ماري سنة ١٥٥٨م.	1	5	كالي	LOC-Admin
true positives:	فشارع الشانزلزيه الذي يمتد ما بين قوس النصر رمز التضحية والتحرر بالنسبة للشعب الفرنسي وبين نصب المسلة المصرية في ساحة الكونكورد هو الشارع الذي يحتشد في مقاهيه العرب حتى ساعات الفجر، خاصة منها مقهى الفوكيت الذي يرتاده الاثرياء ورجال الأعمال، وبعض الباحثات عن صيد ثمين وسهل..	34	43	قوس النصر	LOC-Build
False positives:	فشارع الشانزلزيه الذي يمتد ما بين قوس النصر رمز التضحية والتحرر بالنسبة للشعب الفرنسي وبين نصب المسلة المصرية في ساحة الكونكورد هو الشارع الذي يحتشد في مقاهيه العرب حتى ساعات الفجر، خاصة منها مقهى الفوكيت الذي يرتاده الاثرياء ورجال الأعمال، وبعض الباحثات عن صيد ثمين وسهل..	1	16	شارع الشانزلزيه	LOC-Path
False negatives:	فشارع الشانزلزيه الذي يمتد ما بين قوس النصر رمز التضحية والتحرر بالنسبة للشعب الفرنسي وبين نصب المسلة المصرية في ساحة الكونكورد هو الشارع الذي يحتشد في مقاهيه العرب حتى ساعات الفجر، خاصة منها مقهى الفوكيت الذي يرتاده الاثرياء ورجال الأعمال، وبعض الباحثات عن صيد ثمين وسهل..	113	127	ساحة الكونكورد	LOC-Build
true positives:	وستة في الوسط، وهي: بلاد الفلمنك، وبلاد الفرنسيس، وبلاد السويسة وبلاد النيمسة، وبلاد البروسية (بضم الباء)، وبلاد جرمانية المتعاهدة.	20	32	بلاد الفلمنك	LOC-Admin
False positives:	وستة في الوسط، وهي: بلاد الفلمنك، وبلاد الفرنسيس، وبلاد السويسة وبلاد النيمسة، وبلاد البروسية (بضم الباء)، وبلاد جرمانية المتعاهدة.	51	63	بلاد السويسة	LOC-Admin
true positives:	ثم تمشيت حتى وصلتُ إلى قنطرة إسكندر الثالث، وهي آية (من) آيات البناء في الإبداع والإعجاز، وقد وقفت عليها أتأمل في عجائبها وغرائبها، وصروحها المتطالة، وبروجها المتعالية، وما ازدانت به من الأنصاب والنقوش، وكان منتهى عجبي عقدها الوحيد الفريد: فإنها قائمة على عين (بوابة) واحدة تدل على اقتدار الصانع ومهارته في جرأته، وقفت في وسط القنطرة متوجهًا نحو الغرب، فرأيت على جانبي النهر عجائب وغرائب لا تدخل تحت حصر.	23	42	قنطرة إسكندر الثالث	LOC-Build
False negatives:	ثم تمشيت حتى وصلتُ إلى قنطرة إسكندر الثالث، وهي آية (من) آيات البناء في الإبداع والإعجاز، وقد وقفت عليها أتأمل في عجائبها وغرائبها، وصروحها المتطالة، وبروجها المتعالية، وما ازدانت به من الأنصاب والنقوش، وكان منتهى عجبي عقدها الوحيد الفريد: فإنها قائمة على عين (بوابة) واحدة تدل على اقتدار الصانع ومهارته في جرأته، وقفت في وسط القنطرة متوجهًا نحو الغرب، فرأيت على جانبي النهر عجائب وغرائب لا تدخل تحت حصر.	346	351	الغرب	LOC-Admin
true positives:	هذا شباب باريس يطوّق السين كما يطوق العقد جيد الحسناء، وهذا زحام مطبق لم يترك لمثلي موضع قدم، والناس ما بين شاب رشيق الحركة يتسلق الأشجار، وفتاة مترفة ترفع مرآتها لتنعكس عليها مناظر السابحين، وشاعر يرى ويشهد أسراب الحسان لتتم له أسباب الإبداع، وفيلسوف يرقب تطور الحياة الإنسانية وجها لوجه عن طريق المشاهدة لا كما يفعل أدعياء الفلسفة الذين ينزحون من بئر الغفلة والنسيان والذهول.	9	14	باريس	LOC-Admin
False positives:	هذا شباب باريس يطوّق السين كما يطوق العقد جيد الحسناء، وهذا زحام مطبق لم يترك لمثلي موضع قدم، والناس ما بين شاب رشيق الحركة يتسلق الأشجار، وفتاة مترفة ترفع مرآتها لتنعكس عليها مناظر السابحين، وشاعر يرى ويشهد أسراب الحسان لتتم له أسباب الإبداع، وفيلسوف يرقب تطور الحياة الإنسانية وجها لوجه عن طريق المشاهدة لا كما يفعل أدعياء الفلسفة الذين ينزحون من بئر الغفلة والنسيان والذهول.	21	26	السين	LOC-Natur
False positives:	وهو مزخرف من الداخل برسوم وتصاوير كثيرة تمثل حالة مصر القديمة.	50	61	مصر القديمة	LOC-Admin
False negatives:	وهو مزخرف من الداخل برسوم وتصاوير كثيرة تمثل حالة مصر القديمة.	50	53	مصر	LOC-Admin
true positives:	وفي الحي اللاتيني حدث أمر، أخذ أيضاً يشغلني على حساب دراستي تلك السنة.	4	17	الحي اللاتيني	LOC-Admin
true positives:	والرجل المصري، ما حاجتنا إليه، وقد تركنا في مصر خمسة عشر مليونًا غير آسفين!	44	47	مصر	LOC-Admin
False positives:	وفي داخل الوكالة حوش مكشوف، يرى منه الناظر في الدور الأول «حضيرًا» فيه أروقة مثل التي بداخل المساجد والوكائل، فيصعد إليها بسُلَّم كبير، فيجد الغرفة الجميلة المعروفة (ببهو فرنسا)، وهي في دار الوكالة السياسية الفرنساوية بالقاهرة، تمثّل في منازل الأجانب غرف القصور العربية بمشربيَّاتها البديعة، بسقوفها الجميلة، بأركانها الأنيقة بزواياها الجميلة، بقاعاتها الحرمية الفاخرة، وهي التي كانت تزدان بها قصور أجدادنا وأسلافنا، فتركناها من باب الحماقة العظمى، والتقليد الأعمى، وآثرنا اتخاذ الطراز الأوروپاوي المختذل، الذي أصبح عندنا منعزلًا غريبًا منقطعًا يتيمًا، فهو لا شرقي ولا غربي، وفي هذه الغرفة الجميلة يشعر الإنسان «بطراوة» لطيفة، ناشئة عن التدبير الهندسي العربي ومراعاة لضرورات الجو في أرض مصر، وفيها السجاجيد الثمينة، والنقوش البديعة، والألوان الزاهية، والأثاثات العربية الفاخرة، مع المصابيح النحاسية، المشغولة شغلًا عجيبًا تحار فيه الأفكار، فرحمة الله على تلك الأيام!	167	176	بهو فرنسا	LOC-Build
